userName,reviews,score,thumbsUpCount,reviewCreatedVersion,at,sentiment,noun,dominant_topic,confidence,dominant_topic_theme
Ryan Sabriansyah,kafir,1,0,missing,2021-05-20 08:26:12,Negative,['kafir'],7,0.9090909063700034,app performance
Srie Dhesty,paylater sesuai,1,0,missing,2021-05-20 02:07:30,Negative,"['paylater', 'sesuai']",1,1.4962760272835988e-05,kredit
Rabbane Bhenn,tertarik,2,0,missing,2021-05-19 22:31:43,Negative,['tertarik'],9,0.9090875572510397,error
Ali Amri,login,2,0,7.8.0,2021-05-19 16:01:28,Negative,['login'],6,0.9090908028789971,akun
Scooter Cewe,aplikasi terbaru buka padahal kembalikan versi lawas,1,3,7.8.0,2021-05-19 15:52:10,Negative,"['aplikasi', 'terbaru', 'buka', 'kembalikan', 'versi', 'lawas']",9,0.3745270742016306,error
Nalu,kenapa,2,1,7.8.0,2021-05-19 14:42:44,Negative,[],0,0.0,barang
Nurul Rohmah,pakai paylater telat sehari dendanya sebulan telat bayar sesuai pemakaian paylater dipakai alias harga barang beli,1,2,7.8.0,2021-05-19 05:35:37,Negative,"['pakai', 'paylater', 'sehari', 'dendanya', 'sebulan', 'bayar', 'sesuai', 'paylater', 'dipakai', 'alias', 'harga', 'barang', 'beli']",4,0.5152340781739398,order
Ridwan Zakaria 209,belanja baca ulasannya takut refund ditukar kupon semoga,1,4,7.8.0,2021-05-19 03:11:17,Negative,"['belanja', 'baca', 'takut', 'refund', 'ditukar', 'kupon']",5,0.016986004204114318,ongkir
Ardian Salim,barang bayar barang dikirim keterangan terkirim aplikasi kacau kayak begini tolong tindak keras,1,9,7.8.0,2021-05-18 23:54:41,Negative,"['barang', 'bayar', 'barang', 'dikirim', 'aplikasi', 'kacau', 'tindak', 'keras']",4,0.825447517146381,order
Heny Uswatun,instal,2,0,missing,2021-05-18 19:47:52,Negative,['instal'],3,0.9090903269883072,pembayaran
Jung Eunbi,email kesempatan phone maju,1,0,missing,2021-05-18 19:17:49,Negative,"['email', 'kesempatan', 'phone', 'maju']",8,0.5791968056974797,iklan
Suhendar Suhendar,sudah ngintal,1,0,missing,2021-05-18 13:18:26,Negative,[],0,0.0,barang
Ade Irmasari,maaf kasih bintang kurangi bintang aplikasi sudah tranfer seminggu diproes seller chat suruh order masuk akal memang toko notifikasi email blibi kostumer sudah bayar sudah tranfer mestinya proses kayak aplikasi belanja lainya menyesal unduh aplikasi tungguin eh taunya dikirim proses hilang duit,1,14,7.8.0,2021-05-18 12:46:40,Negative,"['kasih', 'bintang', 'kurangi', 'aplikasi', 'tranfer', 'seminggu', 'diproes', 'chat', 'order', 'masuk', 'akal', 'toko', 'email', 'blibi', 'kostumer', 'bayar', 'tranfer', 'mestinya', 'proses', 'belanja', 'lainya', 'menyesal', 'aplikasi', 'tungguin', 'taunya', 'proses', 'hilang', 'duit']",4,0.3912232021984958,order
Agung Gunaartha,unduh aplikasi tidsk buka nyel unduh,1,1,7.8.0,2021-05-18 10:42:30,Negative,"['aplikasi', 'tidsk', 'buka', 'nyel', 'unduh']",5,0.11796722220146069,ongkir
Tesa Jayaloka,sinyal anjirrhah bohong hayuh,1,0,missing,2021-05-18 10:06:32,Negative,"['anjirrhah', 'bohong', 'hayuh']",9,0.9677402611620058,error
Andri Az,tingkatkan,1,0,7.7.5,2021-05-18 03:21:52,Negative,['tingkatkan'],9,0.9090782157617412,error
Kaisar Langit,adakan paylater setiap pengajuan tolak pelanggang pembelian alamat tinggal asli indodana melek unistal,1,0,missing,2021-05-17 20:46:40,Negative,"['paylater', 'pengajuan', 'tolak', 'pelanggang', 'alamat', 'asli', 'indodana', 'melek']",2,0.025119235017791227,pencarian
Adista Abadan,bismilah mudah amanah nyaman,1,0,missing,2021-05-17 11:47:03,Negative,"['bismilah', 'mudah', 'amanah', 'nyaman']",5,0.6015045881203108,ongkir
MARI,aplikasinya eror uninstall saja terus aplikasinya,1,0,7.8.0,2021-05-17 10:36:18,Negative,"['eror', 'aplikasinya']",9,0.9523460412059023,error
punya umar,mencari produk aplikasi force close diuninstall device lenovo,2,0,7.8.0,2021-05-17 10:19:40,Negative,"['mencari', 'produk', 'force', 'device', 'lenovo']",2,0.21607167758271242,pencarian
Ghee119,beli cepat pengiriman tanggal datang² paket ongkos kirim gede mening lazada ongkos kirim murah²,1,3,7.7.8,2021-05-17 08:33:07,Negative,"['cepat', 'pengiriman', 'datang²', 'paket', 'ongkos', 'kirim', 'mening', 'kirim', 'murah²']",5,0.5564873483419231,ongkir
Azis Maulana,mengirim barang tanggal kepastian sudah kiri email,1,0,missing,2021-05-17 08:03:15,Negative,"['mengirim', 'barang', 'kiri', 'email']",0,0.6451621776959333,barang
Arfi,bintang developer aplikasi ngelag load produk scroll back aplikasi menanggapi tup tunggu laporkan xiaomi redmi note tergolong jadul aplikasi commerce lancar jarang ngelag mohon diperbaiki kalah commerce produk jangkauan pengiriman terbatas begini terbatas,1,223,7.8.0,2021-05-17 06:47:41,Negative,"['bintang', 'developer', 'aplikasi', 'ngelag', 'load', 'produk', 'scroll', 'menanggapi', 'tup', 'tunggu', 'xiaomi', 'redmi', 'note', 'jadul', 'aplikasi', 'commerce', 'lancar', 'jarang', 'ngelag', 'mohon', 'diperbaiki', 'kalah', 'commerce', 'produk', 'jangkauan', 'pengiriman', 'terbatas', 'terbatas']",2,0.7306343738237365,pencarian
Indomoney Rex Channel,menarik,1,1,6.8.2,2021-05-16 20:49:39,Negative,['menarik'],1,0.9090878533044182,kredit
David Mp14,aplikasi sudah tukar dana parah bayar cepat,1,0,missing,2021-05-16 19:36:55,Negative,"['aplikasi', 'tukar', 'dana', 'parah', 'bayar', 'cepat']",3,0.596574402335976,pembayaran
Indah Islamiya,harga mahal lengkap,1,0,missing,2021-05-16 18:21:34,Negative,"['harga', 'mahal', 'lengkap']",5,0.32602681541007655,ongkir
Arie syahputra,ongkos kirim mahal barang lengkap vocher pelit,1,0,7.8.0,2021-05-16 10:45:03,Negative,"['kirim', 'mahal', 'barang', 'lengkap', 'vocher', 'pelit']",5,0.48991753816143285,ongkir
Dami Nokit,hati belanja bayar cancel seller hasil uang ketahan kapan uang,1,0,missing,2021-05-16 09:37:45,Negative,"['hati', 'belanja', 'bayar', 'cancel', 'seller', 'hasil', 'ketahan', 'uang']",3,0.03607996759607662,pembayaran
Desi Megasari,sangar seller bayar orderan cancel seller pesan minggu kunjung konsumen,1,8,7.8.0,2021-05-16 03:32:59,Negative,"['sangar', 'seller', 'bayar', 'orderan', 'seller', 'pesan', 'minggu', 'kunjung', 'konsumen']",4,0.8790685371403755,order
Rahmat Ramadhan,seller sungguh mengahargai konsumen,1,0,missing,2021-05-16 03:27:10,Negative,"['seller', 'sungguh', 'mengahargai', 'konsumen']",4,0.4729366324007303,order
Andreas Afriansyah,update versi terbaru,1,0,missing,2021-05-16 01:02:10,Negative,"['versi', 'terbaru']",6,0.9523761264475096,akun
Muhammad Yahya,aplikasi paylater dipakai nonaktifkan,1,1,7.8.0,2021-05-15 21:03:40,Negative,"['paylater', 'dipakai', 'nonaktifkan']",5,0.09528033051703472,ongkir
Irfaan Mf,aplikasi bayar status tervalidasi sistem,1,0,missing,2021-05-15 16:55:25,Negative,"['aplikasi', 'bayar', 'status', 'tervalidasi', 'sistem']",3,0.7126973826587535,pembayaran
gado gado,habis update buka,1,0,7.6.6,2021-05-15 13:31:31,Negative,"['habis', 'update', 'buka']",8,0.25687537875833594,iklan
asrori. By Email,aplikasi merugikan tidak mengasih warning pembeli seller tidak aktivitas jual beli sekian terlanjur beli harus menunggu uang rugi menunggu barang dapat konfirmasi penjual mesan status proses dikasih flow menunggu seller pesan seller memproses status berubah proses prosedur pembatalan ribet,1,0,missing,2021-05-15 11:44:54,Negative,"['aplikasi', 'merugikan', 'mengasih', 'warning', 'seller', 'aktivitas', 'terlanjur', 'beli', 'menunggu', 'rugi', 'menunggu', 'barang', 'konfirmasi', 'mesan', 'status', 'proses', 'menunggu', 'seller', 'seller', 'memproses', 'status', 'berubah', 'proses', 'pembatalan', 'ribet']",4,0.7425924159984394,order
Danny Gumilar,parah login gal,1,0,missing,2021-05-15 10:28:05,Negative,"['parah', 'login', 'gal']",6,0.9677317765341505,akun
Yohana Santoso,hati belanja dibatalkan uang menyesal cancel orderan uang sekali,1,3,7.8.0,2021-05-15 09:17:24,Negative,"['hati', 'belanja', 'dibatalkan', 'menyesal', 'cancel', 'orderan', 'uang']",3,0.9859095252280177,pembayaran
ÞÎĻaη,berat transaksi dibayar dibatalkan aplikasi kompetitor,1,34,7.8.0,2021-05-15 08:58:19,Negative,"['berat', 'transaksi', 'dibayar', 'dibatalkan', 'aplikasi', 'kompetitor']",3,0.615140049793773,pembayaran
Yuni Naray,konec akun gopay padahal pakai pembayaran gopay ribet,1,0,missing,2021-05-15 05:16:34,Negative,"['konec', 'akun', 'gopay', 'pakai', 'pembayaran', 'gopay', 'ribet']",3,0.803880570993214,pembayaran
Umam Umam,beli toko barang dihari beli pakai sameday sampai posting paket bikin males begini ra delivery,1,47,7.8.0,2021-05-14 20:11:41,Negative,"['toko', 'barang', 'dihari', 'beli', 'pakai', 'sameday', 'posting', 'paket', 'males', 'ra', 'delivery']",4,0.3912759347440329,order
Ian manto,hati uang melayang transfer pindah toko awas hati,1,0,missing,2021-05-14 19:52:33,Negative,"['hati', 'uang', 'melayang', 'transfer', 'pindah', 'toko', 'awas', 'hati']",0,0.9876469148333307,barang
PINYO Project,mohon update aplikasinya restart bagaimana belanja,1,0,missing,2021-05-14 12:50:30,Negative,"['mohon', 'restart', 'belanja']",6,0.9677178293782613,akun
Adi Hendri,error sistem perbaikan kerja,1,0,7.8.0,2021-05-14 08:32:23,Negative,"['error', 'sistem', 'kerja']",3,0.3101566066303114,pembayaran
Satia carli kurun,kasih bintang,1,0,7.8.0,2021-05-13 11:28:31,Negative,"['kasih', 'bintang']",9,0.9523788849918426,error
AUNG firja furkon Firja,senang,2,0,missing,2021-05-13 08:28:17,Negative,['senang'],0,0.9090704802840192,barang
Yusuf ahaaha,mantap pokoknya,2,0,7.8.0,2021-05-13 04:06:45,Negative,"['mantap', 'pokoknya']",0,2.1868103423586408e-05,barang
sheilla ayu rachnawati,daftar susah ujung payleter tersedia,1,1,7.8.0,2021-05-12 21:47:12,Negative,"['daftar', 'susah', 'payleter', 'tersedia']",6,0.3772893953425526,akun
Mama rifat,pesan minyak sania tulisnnya kirim sampai belum dikirim minggu,2,0,7.7.9,2021-05-12 12:42:06,Negative,"['minyak', 'sania', 'tulisnnya', 'kirim', 'minggu']",4,0.8090237477936559,order
Shandra Shandra,kapok benar sumpah memakai aplikasii kayak tahi sudah ajuin refund pembatalan barang dikirim validasi berkali note batalin kirim alasan refund halo telepon call center chat aplikasi gunanya menangani begini seenaknya donwload aplikasii rugi cuka menyesal,1,38,7.8.0,2021-05-12 00:08:13,Negative,"['kapok', 'sumpah', 'memakai', 'aplikasii', 'tahi', 'ajuin', 'refund', 'pembatalan', 'barang', 'validasi', 'berkali', 'note', 'batalin', 'kirim', 'refund', 'halo', 'call', 'center', 'chat', 'aplikasi', 'gunanya', 'menangani', 'donwload', 'aplikasii', 'rugi', 'cuka', 'menyesal']",3,0.4738923132614922,pembayaran
Ainul alamin,barqng mahal² cung sistem pula ruwet jugag,1,0,missing,2021-05-11 16:46:21,Negative,"['barqng', 'mahal²', 'cung', 'sistem', 'ruwet', 'jugag']",9,0.9836021850015411,error
Aries Tandeas,pembayran ribet,1,0,missing,2021-05-11 15:36:13,Negative,"['pembayran', 'ribet']",7,0.30012458310513357,app performance
ahmad maulana,recommended mending shopee lazada cashback penipu sudah beli pulsa pakai kupon cash back masuk cash back auto uinstall csbgk hubungi,1,1,7.7.9,2021-05-11 14:16:15,Negative,"['recommended', 'mending', 'shopee', 'lazada', 'cashback', 'penipu', 'beli', 'pulsa', 'pakai', 'kupon', 'cash', 'cash', 'auto', 'csbgk', 'hubungi']",3,0.8083623305211871,pembayaran
Om Bot,aplikasi lapak responsif,1,0,missing,2021-05-11 13:06:58,Negative,"['aplikasi', 'lapak', 'responsif']",9,0.3260773259392974,error
Baybay Fajar,sudah sepi diskonnya refundnya,1,0,7.8.0,2021-05-11 11:23:08,Negative,"['sepi', 'diskonnya', 'refundnya']",5,0.17603379709924066,ongkir
Mahbuba Sby,belanja cancel uang dana prosesnya kerja parah produkmu murah beli silakan naikan harganya cancel,1,0,6.3.0,2021-05-11 04:04:50,Negative,"['belanja', 'cancel', 'dana', 'prosesnya', 'kerja', 'parah', 'produkmu', 'murah', 'harganya', 'cancel']",4,0.4229116895054416,order
Dedy Supriyadi,dicoba,2,0,7.8.0,2021-05-11 03:12:41,Negative,['dicoba'],2,0.9090664453588873,pencarian
joni yang,payah cancel susah seller respon tetap suruh tunggu,1,3,7.8.0,2021-05-10 20:02:56,Negative,"['payah', 'cancel', 'susah', 'seller', 'respon', 'suruh', 'tunggu']",4,0.7492768337366078,order
Ferry Ardiyanto Wijaya,membatalkan pesan diproses ribet,2,0,missing,2021-05-10 18:58:24,Negative,"['diproses', 'ribet']",3,0.9523359584810481,pembayaran
Esthi Hardianti,sudah bayar kebuka aplikasinyya update berhenti habis kouta,1,0,7.6.6,2021-05-10 13:23:48,Negative,"['bayar', 'kebuka', 'aplikasinyya', 'berhenti', 'habis', 'kouta']",7,0.11270356798235237,app performance
Syaz Ziel,berkualitas,1,1,7.7.9,2021-05-10 11:37:20,Negative,['berkualitas'],8,0.9090556675130389,iklan
andre masloman,transaksi tertahan proses pengiriman penerima terisi,2,1,7.7.9,2021-05-10 09:30:28,Negative,"['transaksi', 'tertahan', 'proses', 'penerima', 'terisi']",4,0.5763168936492246,order
farelg.3.4,aplikasi recomend buatyang masih awam jangan pakai beli token malam promo kupon bayar full tolak terus suit tahan banget sumpah adab menolak pesann kembalikan langsung duit jangan main tahan,1,6,7.7.9,2021-05-10 09:29:25,Negative,"['recomend', 'buatyang', 'awam', 'pakai', 'beli', 'token', 'promo', 'kupon', 'tolak', 'suit', 'tahan', 'adab', 'menolak', 'pesann', 'kembalikan', 'duit', 'tahan']",4,0.40771808776221974,order
ibnusiddikkk,memesan barang presale poco ngaret tanggal dikirim pelayanya berbeda shopee lazada tokopedia bukalapak branding nomor cok pelayanmu cok rating bintang,1,0,missing,2021-05-10 08:22:46,Negative,"['memesan', 'barang', 'poco', 'dikirim', 'pelayanya', 'berbeda', 'shopee', 'tokopedia', 'bukalapak', 'branding', 'cok', 'pelayanmu', 'cok', 'rating', 'bintang']",4,0.09884420645140464,order
Nuy Nuriah,dear admin notifikasi suruh ajuin paylatter mengajukan tolak menunggu sebulan notifikasi suruh mengajukan paylatter tolak terkadang pilih kasih paylatter suruh aktifkan limit mending kasih,1,10,7.8.0,2021-05-10 03:52:14,Negative,"['admin', 'notifikasi', 'suruh', 'ajuin', 'paylatter', 'mengajukan', 'tolak', 'menunggu', 'sebulan', 'suruh', 'mengajukan', 'paylatter', 'tolak', 'terkadang', 'pilih', 'kasih', 'paylatter', 'suruh', 'limit', 'mending', 'kasih']",1,0.5675931846298774,kredit
irwan septiadi,order minyak kasih virtual akun bayar cancel uang ketahan maunya bagaimana,1,1,7.7.9,2021-05-10 00:58:08,Negative,"['order', 'minyak', 'kasih', 'akun', 'bayar', 'cancel', 'ketahan', 'maunya']",0,0.0954366898394193,barang
Putri Aida,aplikasi buka klik barang minggu pembayaran pakai kartu kredit bertanya jualan menyusahkan aneh aplikasi,2,0,missing,2021-05-09 23:05:58,Negative,"['aplikasi', 'buka', 'klik', 'barang', 'minggu', 'pembayaran', 'pakai', 'kartu', 'kredit', 'jualan', 'aneh', 'aplikasi']",9,0.2696994113207319,error
Muhammad Assegaf,aplikasi bohong,1,0,missing,2021-05-09 19:53:11,Negative,"['aplikasi', 'bohong']",9,0.9523507768793736,error
didi setiawan,payleter permudah orang daftar tingkat stujuinya limid gede limid bagaimana riwat perkara limid riwayat pembayaran mentukan sudah tolak pengajuan dasar payah kayak aplikasi biarpun limid sudah kasih kepercayaan musim pandemi begini belanja sistim cil sebegitu,1,0,missing,2021-05-09 14:53:51,Negative,"['payleter', 'permudah', 'daftar', 'tingkat', 'stujuinya', 'limid', 'gede', 'limid', 'riwat', 'perkara', 'limid', 'riwayat', 'pembayaran', 'mentukan', 'tolak', 'dasar', 'payah', 'aplikasi', 'biarpun', 'limid', 'kasih', 'kepercayaan', 'musim', 'pandemi', 'belanja', 'sistim', 'cil']",5,0.7967118752373102,ongkir
Azka Mantique,thursdayi,1,0,5.2.0,2021-05-09 14:49:09,Negative,['thursdayi'],4,0.9090908998464216,order
Reni Agustina,aplikasi belanja poknya belanja,1,0,7.5.8,2021-05-09 11:59:18,Negative,"['aplikasi', 'belanja', 'poknya', 'belanja']",3,0.9755987059190855,pembayaran
ANU AINK,pantas saja sepi laku harganya mahal keluhan penggunanya iseng harga barangnya murah uninstall,1,0,missing,2021-05-09 03:05:39,Negative,"['sepi', 'laku', 'harganya', 'mahal', 'keluhan', 'penggunanya', 'iseng', 'harga', 'barangnya', 'murah', 'uninstall']",5,0.7593072022237508,ongkir
Mugi Harjo,komplain transaksi dibatalkan,1,0,missing,2021-05-09 00:19:46,Negative,"['komplain', 'transaksi', 'dibatalkan']",3,0.323628596656744,pembayaran
Sang Pajar,hapus,1,0,missing,2021-05-08 22:27:36,Negative,['hapus'],7,0.9090517703060694,app performance
Raden Rahayu,pesan sudah customer care hubungi balas benar,1,0,missing,2021-05-08 17:49:15,Negative,"['customer', 'care', 'hubungi', 'balas']",4,0.9756072475333855,order
Ratna Agustia,pesan tukar dibatalkan saldo secepatnya terima kasih,1,0,7.7.9,2021-05-08 17:09:11,Negative,"['tukar', 'dibatalkan', 'saldo', 'secepatnya', 'terima', 'kasih']",2,0.48114587748683896,pencarian
cipta abdulrochman,seller aktif,2,0,7.7.9,2021-05-08 12:18:39,Negative,"['seller', 'aktif']",4,0.9523739336759641,order
Juli adi Adi,credit,1,0,7.8.0,2021-05-08 06:51:57,Negative,['credit'],1,0.9090909090571534,kredit
Nanda Kurniawan,disuruh verifikasi email blipay tulisannya bagaimana,2,5,7.7.9,2021-05-08 06:22:14,Negative,"['disuruh', 'verifikasi', 'email', 'blipay', 'tulisannya']",6,0.7165755387005842,akun
Maruli Pakpahan,pilihan pembayaran cuma ditambah promo trim,1,0,7.7.9,2021-05-08 04:53:29,Negative,"['pilihan', 'pembayaran', 'ditambah', 'promo', 'trim']",3,0.39895342893578273,pembayaran
Eir Dmhm,patut,1,0,missing,2021-05-08 04:46:40,Negative,['patut'],2,0.9090909082832825,pencarian
riski karis,order bayar indomart berhasil dibatalkan,1,1,7.7.9,2021-05-08 04:36:33,Negative,"['order', 'bayar', 'indomart', 'berhasil', 'dibatalkan']",3,0.7232329617011446,pembayaran
Bondan sutiarso,ngelag enggak bisa dibuka install ulang,2,3,7.0.5,2021-05-07 20:10:14,Negative,"['ngelag', 'dibuka', 'install', 'ulang']",7,0.9755956644933138,app performance
Hadryansyah Adry,sudah bayar batalkan dipikir menulis persediaan bagaimana beli barang sengaja pakai butuh batalkan uang refund april sampai masuk,1,30,7.7.9,2021-05-07 17:44:07,Negative,"['bayar', 'batalkan', 'dipikir', 'menulis', 'persediaan', 'beli', 'barang', 'sengaja', 'pakai', 'butuh', 'batalkan', 'refund', 'april', 'masuk']",3,0.5616650954393836,pembayaran
Nurlela,pemesan dibatalkan dana,1,0,7.7.9,2021-05-07 16:27:43,Negative,"['dibatalkan', 'dana']",3,0.9523783934826021,pembayaran
Yudi Septiadi,kasih bintang beli kartu perdana registrasi kuota aduh ditipu seller chat balas,1,13,7.7.9,2021-05-07 15:43:34,Negative,"['kasih', 'bintang', 'kartu', 'perdana', 'registrasi', 'kuota', 'aduh', 'ditipu', 'seller', 'chat', 'balas']",4,0.554337241746063,order
Keisya Niar Arini,kasih bintang unduh,1,0,missing,2021-05-07 14:50:41,Negative,"['kasih', 'bintang', 'unduh']",9,0.452912004336238,error
Nur Asyiah Jamilah,tolong aktifkan fitur toko aktif beli pesan bergerak lihat pesan aktif,2,6,7.7.9,2021-05-07 13:31:28,Negative,"['fitur', 'toko', 'aktif', 'bergerak', 'lihat', 'pesan', 'aktif']",4,0.9859121624646751,order
Farhan Qiqi,pelayan tagline fitur kalah commerce barang pesan dibatalkan maskipun dibayar commerce tolong diperbaiki,1,22,7.7.9,2021-05-07 13:11:24,Negative,"['tagline', 'fitur', 'kalah', 'commerce', 'barang', 'pesan', 'maskipun', 'dibayar', 'commerce', 'tolong', 'diperbaiki']",2,0.4324767001470421,pencarian
Aira Nurarasih,aplikasi,1,0,7.7.9,2021-05-07 10:39:09,Negative,['aplikasi'],8,0.9090597488834903,iklan
Aan Naufal,produk orderan dicancel uang direfund namanya maling,1,0,missing,2021-05-07 07:00:21,Negative,"['produk', 'orderan', 'dicancel', 'direfund', 'maling']",0,0.9803820582448315,barang
puspita harniyanti,ngelag aplikasinya kebukanya,2,0,7.7.9,2021-05-06 21:00:46,Negative,"['ngelag', 'aplikasinya', 'kebukanya']",7,0.47632600711107204,app performance
Petrus Renzo,dear developer senang belanja enggak masuk aplikasi tertulis cari unicorn sudah seminggu update aplikasi error mohon kasih bintang kesalahan fatal konsumen masuk aplikasi belanja terima kasih,1,59,7.7.9,2021-05-06 16:25:08,Negative,"['developer', 'senang', 'belanja', 'masuk', 'aplikasi', 'tertulis', 'cari', 'seminggu', 'aplikasi', 'error', 'mohon', 'kasih', 'bintang', 'kesalahan', 'konsumen', 'masuk', 'belanja', 'terima', 'kasih']",9,0.5225575739935133,error
Maulana Husen,haloo sudah pengiriman percobaan sudah estimasi mending batalin pesannya sesuai estimasi,1,3,7.7.5,2021-05-06 15:58:49,Negative,"['haloo', 'pengiriman', 'percobaan', 'estimasi', 'mending', 'batalin', 'pesannya', 'sesuai', 'estimasi']",4,0.8492953718848161,order
Fizi Hasan,hati belanja orderan batalkan setelah bayar alhasil uang ditahan komen uangnya tertahan pesan batalkan uangnya kembalikan parah mencolong duit customer haram,1,483,7.7.9,2021-05-06 11:30:40,Negative,"['hati', 'belanja', 'orderan', 'bayar', 'alhasil', 'komen', 'pesan', 'batalkan', 'kembalikan', 'parah', 'mencolong', 'duit', 'customer', 'haram']",3,0.41089798610335637,pembayaran
Kalagondang Wagabe,pembayaran orderan batalkan uang tertahan namanya penipuan menghimpun dana pengguna perbuatan melanggar hukum laporkan berwajib pasalnya orderan galkan dana kembalikan apapun alasannya,1,148,7.7.8,2021-05-06 09:38:27,Negative,"['pembayaran', 'orderan', 'batalkan', 'tertahan', 'menghimpun', 'dana', 'pengguna', 'perbuatan', 'melanggar', 'hukum', 'berwajib', 'pasalnya', 'orderan', 'dana', 'kembalikan', 'apapun', 'alasannya']",3,0.565655253077171,pembayaran
Evi Zahra,kasih pembayaran dana sulit tersambung suruh update promo voucernya hangus,1,1,7.7.9,2021-05-06 09:15:42,Negative,"['kasih', 'pembayaran', 'dana', 'sulit', 'tersambung', 'suruh', 'promo', 'voucernya', 'hangus']",3,0.8659252012022525,pembayaran
Adhi Susilo 19,lemot pengiriman enggak rekomended poknya,1,0,7.7.5,2021-05-06 07:55:23,Negative,"['pengiriman', 'rekomended', 'poknya']",3,0.4764219540852094,pembayaran
Storror Latest,acak²an,1,0,7.6.2,2021-05-06 07:52:45,Negative,['acak²an'],9,0.9090909037324273,error
Wati Nah,tolong pesan baju kenapa masih proses pesan sampai sekarang sampai paketnya malah dilacak kenapa dchat email respon kasihan anaknya menunggu datang memang dikirim tolong kembalikan deitnya,1,2,7.6.6,2021-05-06 05:42:45,Negative,"['baju', 'proses', 'paketnya', 'dilacak', 'dchat', 'email', 'respon', 'kasihan', 'anaknya', 'menunggu', 'dikirim', 'kembalikan', 'deitnya']",6,0.3330111945210326,akun
Apri Ansyah,malas,1,1,missing,2021-05-05 21:54:02,Negative,['malas'],9,0.909069596515265,error
wawan ruwet,daftar playlater memasuki data asli ujung tolak alasan daerah daftar area kalah akulaku semua area indonesia kasih bintang,1,0,missing,2021-05-05 20:27:40,Negative,"['daftar', 'playlater', 'memasuki', 'data', 'asli', 'tolak', 'daerah', 'daftar', 'area', 'kalah', 'area', 'indonesia', 'kasih', 'bintang']",9,0.1468977058737744,error
Ucu wulansari,belanja aplikasi eror mohon diperbaiki,2,0,7.7.9,2021-05-05 16:29:15,Negative,"['belanja', 'aplikasi', 'eror', 'mohon', 'diperbaiki']",9,0.9803755015192873,error
Herris Aziz Vito Brata,pesan barang tanggal estimasi tanggal status barang diproses dikirim aplikasi,1,50,7.7.9,2021-05-05 13:23:28,Negative,"['barang', 'tanggal', 'status', 'barang', 'diproses', 'aplikasi']",4,0.9835944973652364,order
Cupu Maneh,aplikasinya ngelek,1,0,7.7.9,2021-05-05 12:44:40,Negative,"['aplikasinya', 'ngelek']",4,0.005237476225003084,order
Maha Rani,masukan akun macett ih kesal,1,0,7.7.9,2021-05-05 11:38:50,Negative,"['akun', 'macett', 'ih', 'kesal']",1,0.5992797623726622,kredit
Emma Mariana,sekarang pesan dibatalkan pembayaran alasannya tolong diperbaiki sistemnya naikan bintangnya sistrm sudah,1,96,7.7.9,2021-05-05 08:26:49,Negative,"['dibatalkan', 'pembayaran', 'alasannya', 'diperbaiki', 'sistemnya', 'bintangnya', 'sistrm']",6,0.425169154066526,akun
Eren Yeager,maskotnya mualaf puasa ramadan,1,0,7.7.9,2021-05-05 07:34:56,Negative,"['maskotnya', 'mualaf', 'puasa', 'ramadan']",2,0.9756066242922278,pencarian
Hasan _Rimana,puas,1,0,missing,2021-05-05 04:45:31,Negative,['puas'],9,0.9090818160468501,error
Ela Nurlaela,parah uang event ikutan parah menyimpan uang pelanggan hati belanja,1,0,missing,2021-05-05 00:37:54,Negative,"['parah', 'event', 'ikutan', 'parah', 'menyimpan', 'hati', 'belanja']",2,0.20369775818469713,pencarian
Wawan Ruwet,unduh playlater tersedia aduh rugi doawnlod,1,0,missing,2021-05-04 22:42:28,Negative,"['playlater', 'tersedia', 'aduh', 'rugi', 'doawnlod']",0,0.9803834949850337,barang
Achmad Sumarsin,aplikasi bohongan,1,0,7.7.9,2021-05-04 20:25:54,Negative,"['aplikasi', 'bohongan']",8,0.952364760783876,iklan
Iqbal Namer,aplikasi buriq orang menonton film nyaras aplikasi janck,1,0,missing,2021-05-04 18:58:10,Negative,"['aplikasi', 'buriq', 'menonton', 'film', 'nyaras', 'aplikasi', 'janck']",3,0.46086867767779205,pembayaran
rudy alamsyah,sepi bakar uang,2,0,missing,2021-05-04 18:39:42,Negative,"['sepi', 'bakar', 'uang']",3,0.24180508080460097,pembayaran
Donny Ong,belanja paketnya catnya tolong tindak seller nakal nama kalau begini kapok customer belanja,1,15,7.7.9,2021-05-04 17:54:34,Negative,"['belanja', 'paketnya', 'catnya', 'tindak', 'seller', 'kapok', 'customer', 'belanja']",3,0.2227135992864105,pembayaran
ROCHMAN NICE,aplikasi freeze force close buka update aplikasi commerce lancar kendala belanja aplikasinya error,1,0,7.7.9,2021-05-04 17:40:14,Negative,"['aplikasi', 'freeze', 'force', 'buka', 'update', 'aplikasi', 'commerce', 'lancar', 'kendala', 'belanja', 'aplikasinya', 'error']",9,0.44032133613632296,error
Andi langgeng,mengiriman super bayar sudah dikrim aplikasi selang sudah rumah barangnya,2,5,7.7.9,2021-05-04 11:50:08,Negative,"['bayar', 'aplikasi', 'selang', 'rumah', 'barangnya']",8,0.5951393690676505,iklan
Ge Channel,enggak bisa masuk banjir pengunjung,1,2,7.7.9,2021-05-04 09:40:49,Negative,"['masuk', 'banjir', 'pengunjung']",9,0.670866315652039,error
